count,cpu_memory_usage,cpu_time_total_us,device_memory_usage,device_time_total_us,input_shapes,key,self_cpu_time_total_us,self_device_time_total_us,stack
124,0,2234.8409999993273,0,0,"""""",<built-in method _record_function_enter_new of pybind11_builtins.pybind11_detail_function_record_v1_system_libstdcpp_gxx_abi_1xxx_use_cxx11_abi_1 object at 0x7147aacb6930>,2234.8409999993273,0,
1,0,830693.859,0,66829.80000002924,"""""",profile.request,98.7510000000475,0.0,
1,0,830595.108,0,66829.80000002924,"""""",torch_profiler_generate_trace.py(347): run_request,-250.7909999997355,0.0,
1,0,1776.2710000000002,0,0,"""""",profile.build_prompt_tokenize,96.53800000000001,0,
1,0,49.182000000000016,0,0,"""""",torch_profiler_generate_trace.py(164): build_prompt,26.013999999999896,0,
1,0,8.641000000000076,0,0,"""""",llava/conversation.py(180): copy,7.52800000000002,0,
5,0,239.02099999993766,0,0,"""""",<string>(2): __init__,32.235000000090395,0,
2,0,2.8500000000000227,0,0,"""""",llava/conversation.py(109): append_message,2.298000000000002,0,
1,0,11.677000000000021,0,0,"""""",llava/conversation.py(32): get_prompt,11.427000000000021,0,
1,0,1490.309,0,0,"""""",llava/mm_utils.py(185): tokenizer_image_token,27.32600000000025,0,
484,0,148.6959999999608,0,0,"""""",<built-in method split of str object at 0x7146fb61e530>,148.6959999999608,0,
2,0,1303.1170000000002,0,0,"""""",transformers/tokenization_utils_base.py(2729): __call__,24.94700000000023,0,
18,0,14.512999999953877,0,0,"""""",<built-in method update of dict object at 0x7146fb552040>,14.512999999953877,0,
4,0,0.9049999999999727,0,0,"""""",transformers/tokenization_utils_base.py(3848): _switch_to_input_mode,0.9049999999999727,0,
2,0,1276.2939999999999,0,0,"""""",transformers/tokenization_utils_base.py(2818): _call_one,16.291000000000054,0,
2,0,2.546999999999912,0,0,"""""",transformers/tokenization_utils_base.py(2840): _is_valid_text_input,2.182999999999879,0,
2,0,1256.883,0,0,"""""",transformers/tokenization_utils_base.py(2930): encode_plus,19.72900000000027,0,
6,0,52.95699999999965,0,0,"""""",transformers/tokenization_utils_base.py(2591): _get_padding_truncation_strategies,34.87899999999922,0,
31,0,10.077000000076737,0,0,"""""",<built-in method pop of dict object at 0x7146fb5515c0>,10.077000000076737,0,
2,0,1227.818,0,0,"""""",transformers/tokenization_utils.py(663): _encode_plus,23.001999999999953,0,
2,0,885.2529999999999,0,0,"""""",transformers/tokenization_utils.py(684): get_input_ids,9.05700000000013,0,
2,0,695.0539999999999,0,0,"""""",transformers/models/llama/tokenization_llama.py(240): tokenize,20.164999999999623,0,
17,0,6.2350000000254795,0,0,"""""",<built-in method replace of str object at 0x7146fb5329a0>,6.2350000000254795,0,
2,0,634.892,0,0,"""""",transformers/tokenization_utils.py(541): tokenize,37.66899999999987,0,
2,0,0.3930000000000291,0,0,"""""",transformers/tokenization_utils.py(891): prepare_for_tokenization,0.3930000000000291,0,
6,0,3.172999999982835,0,0,"""""",<built-in method keys of dict object at 0x714782662e40>,3.172999999982835,0,
2,0,174.81999999999994,0,0,"""""",transformers/tokenization_utils.py(93): split,136.66999999999882,0,
210,0,32.03499999988378,0,0,"""""",<built-in method items of collections.OrderedDict object at 0x71477c582bc0>,32.03499999988378,0,
2,0,7.663999999999987,0,0,"""""",transformers/tokenization_utils.py(246): cut_text,6.245000000000118,0,
2,0,418.44399999999996,0,0,"""""",transformers/models/llama/tokenization_llama.py(255): _tokenize,24.3570000000002,0,
8,0,368.2450000000001,0,0,"""""",sentencepiece/__init__.py(471): Encode,26.001999999999725,0,
4,0,324.7370000000001,0,0,"""""",sentencepiece/__init__.py(321): _EncodeAsPieces,5.6179999999998245,0,
4,0,319.11900000000026,0,0,"""""",<built-in function SentencePieceProcessor__EncodeAsPieces>,319.11900000000026,0,
6,0,15.805000000000291,0,0,"""""",transformers/tokenization_utils_base.py(1049): unk_token,15.805000000000291,0,
4,0,41.707999999999856,0,0,"""""",transformers/models/llama/tokenization_llama.py(195): unk_token_length,7.868999999999687,0,
4,0,17.506000000000313,0,0,"""""",sentencepiece/__init__.py(318): _EncodeAsIds,3.7670000000000528,0,
4,0,13.73900000000026,0,0,"""""",<built-in function SentencePieceProcessor__EncodeAsIds>,13.73900000000026,0,
37,0,12.659999999820911,0,0,"""""",<built-in method extend of list object at 0x7146fb52be40>,12.659999999820911,0,
12,0,206.72600000002376,0,0,"""""",transformers/tokenization_utils.py(630): convert_tokens_to_ids,51.32399999994914,0,
63,0,143.18399999998564,0,0,"""""",transformers/tokenization_utils.py(652): _convert_token_to_id_with_added_voc,32.920999999984815,0,
47,0,110.26300000000083,0,0,"""""",transformers/models/llama/tokenization_llama.py(274): _convert_token_to_id,20.419000000001233,0,
48,0,110.15700000008155,0,0,"""""",sentencepiece/__init__.py(1179): _batched_func,28.225000000052205,0,
48,0,81.93200000002935,0,0,"""""",sentencepiece/__init__.py(1174): _func,28.10900000003039,0,
47,0,38.322999999998956,0,0,"""""",sentencepiece/__init__.py(279): PieceToId,18.346999999998843,0,
47,0,19.976000000000113,0,0,"""""",<built-in function SentencePieceProcessor_PieceToId>,19.976000000000113,0,
6,0,7.607000000000198,0,0,"""""",enum.py(202): __get__,5.418999999999869,0,
6,0,2.1880000000003292,0,0,"""""",enum.py(1291): value,2.1880000000003292,0,
2,0,313.8670000000002,0,0,"""""",transformers/tokenization_utils_base.py(3342): prepare_for_model,49.24399999999969,0,
26,0,43.0720000000988,0,0,"""""",enum.py(720): __call__,33.0340000001861,0,
26,0,10.0379999999127,0,0,"""""",enum.py(1128): __new__,10.0379999999127,0,
2,0,19.674999999999955,0,0,"""""",transformers/tokenization_utils.py(518): num_special_tokens_to_add,4.116999999999962,0,
4,0,23.59400000000028,0,0,"""""",transformers/models/llama/tokenization_llama.py(333): build_inputs_with_special_tokens,7.940000000000055,0,
7,0,23.408000000000584,0,0,"""""",transformers/tokenization_utils_base.py(1165): bos_token_id,8.888000000001057,0,
7,0,5.098999999999933,0,0,"""""",transformers/tokenization_utils_base.py(1027): bos_token,5.098999999999933,0,
2,0,10.028999999999996,0,0,"""""",transformers/models/llama/tokenization_llama.py(381): create_token_type_ids_from_sequences,5.070999999999913,0,
2,0,2.27800000000002,0,0,"""""",transformers/tokenization_utils_base.py(3828): _eventual_warn_about_too_long_sequence,1.9890000000000327,0,
2,0,155.34000000000015,0,0,"""""",transformers/tokenization_utils_base.py(3129): pad,60.597999999999956,0,
17,0,90.12600000008388,0,0,"""""",<frozen abc>(117): __instancecheck__,9.574000000055094,0,
17,0,80.55200000002878,0,0,"""""",<built-in function _abc_instancecheck>,25.427999999989424,0,
13,0,85.73200000006477,0,0,"""""",<frozen abc>(121): __subclasscheck__,5.639000000084707,0,
13,0,80.09299999998007,0,0,"""""",<built-in function _abc_subclasscheck>,46.1379999999715,0,
1,0,5.461999999999989,0,0,"""""",<frozen _collections_abc>(407): __subclasshook__,3.0119999999999436,0,
3,0,6.1850000000060845,0,0,"""""",<frozen _collections_abc>(104): _check_methods,6.1850000000060845,0,
2,0,5.669999999999845,0,0,"""""",transformers/tokenization_utils_base.py(3602): _pad,5.314000000000078,0,
4,0,88.24000000000069,0,0,"""""",transformers/tokenization_utils_base.py(203): __init__,25.002000000000862,0,
5,0,74.3619999999969,0,0,"""""",collections/__init__.py(1120): __init__,11.907999999994445,0,
5,0,62.45400000000245,0,0,"""""",<frozen _collections_abc>(974): update,27.131999999999607,0,
7,0,1.7789999999897645,0,0,"""""",<frozen _collections_abc>(435): __subclasshook__,1.7789999999897645,0,
10,0,4.3370000000118125,0,0,"""""",collections/__init__.py(1137): __setitem__,4.3370000000118125,0,
4,0,0.6109999999998763,0,0,"""""",transformers/tokenization_utils_base.py(680): convert_to_tensors,0.6109999999998763,0,
2,0,3.130000000000109,0,0,"""""",collections/__init__.py(1143): __iter__,2.57300000000032,0,
11,0,5.955000000029941,0,0,"""""",<built-in function iter>,5.955000000029941,0,
4,0,3.0460000000002765,0,0,"""""",transformers/tokenization_utils_base.py(242): __getitem__,2.484000000000151,0,
2,0,0.7269999999998618,0,0,"""""",transformers/tokenization_utils_base.py(264): __getattr__,0.7269999999998618,0,
6,0,172.03299999994874,0,0,"""""",transformers/tokenization_utils_base.py(1334): all_special_tokens,16.491999999982227,0,
6,0,155.54099999996652,0,0,"""""",transformers/tokenization_utils_base.py(1313): all_special_tokens_extended,74.62099999955763,0,
6,0,49.81500000004826,0,0,"""""",transformers/tokenization_utils_base.py(1297): special_tokens_map_extended,23.567000000165535,0,
16,0,7.37900000023501,0,0,"""""",<built-in method values of dict object at 0x7146fb552cc0>,7.37900000023501,0,
24,0,15.570000000039045,0,0,"""""",<built-in method update of set object at 0x7146fb523840>,15.570000000039045,0,
1,0,4.25,0,0,"""""",llava/mm_utils.py(188): insert_separator,4.114000000000033,0,
3,0,570.3710000000005,0,0,"""""",<built-in method tensor of type object at 0x71495b359d60>,227.5049999999278,0,
351,0,2001.86100000143,0,0,"""""",aten::empty,1884.0580000013574,0,
319,0,12683.044999999234,0,1215.9210000004168,"""""",aten::to,511.7309999991421,0.0,
10,0,28.462999999893327,0,0,"""""",aten::lift_fresh,28.462999999893327,0,
3,0,15.093999999966854,0,0,"""""",aten::detach_,7.362999999967997,0,
2,0,7.730999999998858,0,0,"""""",detach_,7.730999999998858,0,
66,0,554.402000000423,0,0,"""""",<built-in method unsqueeze of Tensor object at 0x7146fb55b520>,276.54500000006055,0,
137,0,517.0740000004248,0,0,"""""",aten::unsqueeze,404.3190000012837,0,
1561,0,1655.707999997709,0,0,"""""",aten::as_strided,1655.707999997709,0,
1,0,76.96900000000005,0,0,"""""",<built-in method ones_like of type object at 0x71495b359d60>,33.63099999999986,0,
1,0,43.33800000000019,0,0,"""""",aten::ones_like,15.786000000000058,0,
154,0,1495.2480000000478,0,0,"""""",aten::empty_like,466.1010000001079,0,
223,0,3729.1759999998985,0,0,"""""",aten::empty_strided,1569.877000000154,0,
39,0,5543.980999999636,0,79.52399999985937,"""""",aten::fill_,3896.10099999934,57.89099999977043,
124,0,3662.8240000003225,0,0,"""""",contextlib.py(141): __exit__,184.66900000100486,0,
124,0,3307.3169999995416,0,0,"""""",torch_profiler_generate_trace.py(129): record_scope,362.1859999991166,0,
124,0,2945.131000000425,0,0,"""""",torch/autograd/profiler.py(878): __exit__,781.3570000007821,0,
132,0,24.363999999956377,0,0,"""""",torch/_jit_internal.py(104): is_scripting,24.363999999956377,0,
124,0,2099.8869999998255,0,0,"""""",torch/_ops.py(1085): __call__,175.34899999971367,0,
124,0,853.7830000000249,0,0,"""""",torch/_ops.py(1150): _must_dispatch_in_python,190.4380000006413,0,
125,0,674.3859999994684,0,0,"""""",<built-in function any>,171.7440000001725,0,
248,0,494.26099999936014,0,0,"""""",torch/_ops.py(1151): <genexpr>,135.10999999985825,0,
124,0,359.1509999995019,0,0,"""""",torch/_ops.py(1136): _contains_fake_script_object,230.59599999948796,0,
124,0,1070.755000000087,0,0,"""""",<built-in method  of pybind11_builtins.pybind11_detail_function_record_v1_system_libstdcpp_gxx_abi_1xxx_use_cxx11_abi_1 object at 0x7147aacb6a30>,1070.755000000087,0,
124,0,40.99499999986983,0,0,"""""",<built-in method __exit__ of torch._C.DisableTorchFunctionSubclass object at 0x7146fba9b6b0>,40.99499999986983,0,
1,0,8993.651000000002,0,0,"""""",profile.load_image,85.5460000000021,0,
1,0,2752.393,0,0,"""""",PIL/Image.py(3581): open,28.601999999999407,0,
2,0,17.085999999999785,0,0,"""""",PIL/_util.py(12): is_path,3.5309999999990396,0,
39,0,7.0579999999968095,0,0,"""""",<built-in function fspath>,7.0579999999968095,0,
16,0,547.0510000000136,0,0,"""""",<built-in function open>,259.080000000014,0,
4,0,4.836999999952695,0,0,"""""",<built-in method seek of _io.BufferedReader object at 0x7146fb7dbcc0>,4.836999999952695,0,
44,0,122.47300000000268,0,0,"""""",<built-in method read of _io.BufferedReader object at 0x7146fb7dbcc0>,122.47300000000268,0,
1,0,11.288000000000011,0,0,"""""",<frozen posixpath>(117): splitext,5.074000000000069,0,
1,0,5.829999999999927,0,0,"""""",<frozen genericpath>(133): _splitext,4.19399999999996,0,
17,0,10.865999999997257,0,0,"""""",<built-in method rfind of str object at 0x7149e2bcc1b0>,10.865999999997257,0,
1,0,2410.577,0,0,"""""",PIL/Image.py(405): _import_plugin_for_extension,13.867000000000644,0,
2374,0,379.82400000010284,0,0,"""""",<built-in method lower of str object at 0x7146fb54c060>,379.82400000010284,0,
8,0,38.361999999998716,0,0,"""""",logging/__init__.py(1517): debug,10.014000000004216,0,
8,0,28.3479999999945,0,0,"""""",logging/__init__.py(1790): isEnabledFor,21.155999999993583,0,
2,0,4.524000000000342,0,0,"""""",logging/__init__.py(234): _acquireLock,2.929000000000542,0,
2,0,1.5949999999998,0,0,"""""",<built-in method acquire of _thread.RLock object at 0x7149e2a99700>,1.5949999999998,0,
1,0,0.3560000000002219,0,0,"""""",logging/__init__.py(1369): disable,0.3560000000002219,0,
1,0,1.693000000000211,0,0,"""""",logging/__init__.py(1776): getEffectiveLevel,1.693000000000211,0,
2,0,2.837000000000444,0,0,"""""",logging/__init__.py(243): _releaseLock,2.141000000000531,0,
2,0,0.6959999999999127,0,0,"""""",<built-in method release of _thread.RLock object at 0x7149e2a99700>,0.6959999999999127,0,
14,0,17.224999999996726,0,0,"""""",<frozen importlib._bootstrap>(645): parent,11.149999999990541,0,
29,0,11.440000000004602,0,0,"""""",<built-in method rpartition of str object at 0x7149e2becd70>,11.440000000004602,0,
1,0,0.3289999999997235,0,0,"""""",<built-in function globals>,0.3289999999997235,0,
1,0,1.481999999999971,0,0,"""""",<built-in function locals>,1.481999999999971,0,
2,0,3501.031,0,0,"""""",<built-in function __import__>,9.047999999999774,0,
3,0,3784.2830000000004,0,0,"""""",<frozen importlib._bootstrap>(1349): _find_and_load,37.41500000000042,0,
3,0,0.6960000000003674,0,0,"""""",<frozen importlib._bootstrap>(412): __init__,0.6960000000003674,0,
3,0,117.05499999999984,0,0,"""""",<frozen importlib._bootstrap>(416): __enter__,7.752999999999702,0,
3,0,35.84199999999964,0,0,"""""",<frozen importlib._bootstrap>(426): _get_module_lock,27.496999999999844,0,
18,0,3.492999999998574,0,0,"""""",<built-in function acquire_lock>,3.492999999998574,0,
3,0,6.75,0,0,"""""",<frozen importlib._bootstrap>(232): __init__,5.351999999999407,0,
3,0,1.398000000000593,0,0,"""""",<built-in function allocate_lock>,1.398000000000593,0,
18,0,3.42699999999968,0,0,"""""",<built-in function release_lock>,3.42699999999968,0,
3,0,73.46000000000049,0,0,"""""",<frozen importlib._bootstrap>(304): acquire,25.875000000002274,0,
6,0,1.6070000000013351,0,0,"""""",<built-in function get_ident>,1.6070000000013351,0,
3,0,0.5850000000000364,0,0,"""""",<frozen importlib._bootstrap>(158): __init__,0.5850000000000364,0,
3,0,33.67499999999927,0,0,"""""",<frozen importlib._bootstrap>(162): __enter__,8.484999999998763,0,
3,0,24.232000000000426,0,0,"""""",<frozen importlib._bootstrap>(124): setdefault,12.248999999999796,0,
3,0,8.244000000000142,0,0,"""""",<frozen importlib._bootstrap>(74): __new__,6.032999999999902,0,
33,0,46.26400000001286,0,0,"""""",<built-in method __new__ of type object at 0x5a26c6b6d640>,46.26400000001286,0,
3,0,3.7390000000004875,0,0,"""""",<frozen importlib._bootstrap>(79): __init__,3.7390000000004875,0,
6,0,2.130999999999858,0,0,"""""",<built-in method __exit__ of _thread.RLock object at 0x71477c357c40>,2.130999999999858,0,
3,0,4.559999999999945,0,0,"""""",<frozen importlib._bootstrap>(173): __exit__,3.2260000000005675,0,
3,0,1.333999999999378,0,0,"""""",<built-in method remove of _List object at 0x7146fb55be80>,1.333999999999378,0,
3,0,6.2739999999994325,0,0,"""""",<frozen importlib._bootstrap>(82): remove,4.8869999999992615,0,
3,0,1.387000000000171,0,0,"""""",<built-in function _remove_dead_weakref>,1.387000000000171,0,
3,0,3599.9919999999993,0,0,"""""",<frozen importlib._bootstrap>(1304): _find_and_load_unlocked,31.368999999998323,0,
3,0,265.63700000000017,0,0,"""""",<frozen importlib._bootstrap>(1240): _find_spec,42.02600000000257,0,
12,0,5.6469999999981155,0,0,"""""",<frozen importlib._bootstrap>(1222): __enter__,3.66399999999976,0,
3,0,3.5709999999999127,0,0,"""""",_distutils_hack/__init__.py(82): find_spec,2.1909999999998035,0,
12,0,5.839000000000851,0,0,"""""",<frozen importlib._bootstrap>(1226): __exit__,3.690000000000964,0,
3,0,6.093999999999596,0,0,"""""",<frozen importlib._bootstrap>(982): find_spec,3.1539999999999964,0,
3,0,2.9399999999996,0,0,"""""",<built-in function is_builtin>,2.9399999999996,0,
3,0,7.664999999999509,0,0,"""""",<frozen importlib._bootstrap>(1128): find_spec,3.0179999999995744,0,
7,0,3466.5950000000003,0,0,"""""",<frozen importlib._bootstrap>(480): _call_with_frames_removed,5.337000000000444,0,
3,0,2.3900000000003274,0,0,"""""",<built-in function find_frozen>,2.3900000000003274,0,
3,0,194.79499999999962,0,0,"""""",<frozen importlib._bootstrap_external>(1524): find_spec,4.810999999999694,0,
3,0,189.98399999999992,0,0,"""""",<frozen importlib._bootstrap_external>(1495): _get_spec,13.186999999999898,0,
3,0,1.9339999999997417,0,0,"""""",<frozen importlib._bootstrap_external>(1473): _path_importer_cache,1.9339999999997417,0,
3,0,174.26400000000012,0,0,"""""",<frozen importlib._bootstrap_external>(1597): find_spec,52.421999999999116,0,
9,0,65.97999999999911,0,0,"""""",<frozen importlib._bootstrap_external>(140): _path_stat,4.533999999997832,0,
87,0,414.14699999999675,0,0,"""""",<built-in function stat>,414.14699999999675,0,
3,0,0.4490000000000691,0,0,"""""",<frozen importlib._bootstrap_external>(71): _relax_case,0.4490000000000691,0,
18,0,40.030999999999494,0,0,"""""",<frozen importlib._bootstrap_external>(126): _path_join,25.677999999999884,0,
497,0,101.65699999997969,0,0,"""""",<built-in method rstrip of str object at 0x7149e2debc30>,101.65699999997969,0,
496,0,107.98799999996754,0,0,"""""",<built-in method join of str object at 0x5a26c6b9aeb0>,106.72199999996701,0,
21,0,5.4909999999999854,0,0,"""""",<frozen importlib._bootstrap>(491): _verbose_message,5.4909999999999854,0,
3,0,24.934000000000196,0,0,"""""",<frozen importlib._bootstrap_external>(159): _path_isfile,3.6709999999998217,0,
3,0,21.263000000000375,0,0,"""""",<frozen importlib._bootstrap_external>(150): _path_is_mode_type,3.9260000000008404,0,
3,0,31.053000000000793,0,0,"""""",<frozen importlib._bootstrap_external>(1592): _get_spec,9.411000000000513,0,
3,0,0.5719999999996617,0,0,"""""",<frozen importlib._bootstrap_external>(1157): __init__,0.5719999999996617,0,
3,0,21.07000000000062,0,0,"""""",<frozen importlib._bootstrap_external>(806): spec_from_file_location,14.206000000001495,0,
3,0,5.089999999999691,0,0,"""""",<frozen importlib._bootstrap_external>(185): _path_abspath,2.27599999999984,0,
3,0,2.813999999999851,0,0,"""""",<frozen importlib._bootstrap_external>(180): _path_isabs,1.7179999999998472,0,
3,0,1.219000000000051,0,0,"""""",<frozen importlib._bootstrap>(599): __init__,1.219000000000051,0,
3,0,3295.9830000000006,0,0,"""""",<frozen importlib._bootstrap>(911): _load_unlocked,28.824000000001888,0,
3,0,119.60599999999977,0,0,"""""",<frozen importlib._bootstrap>(806): module_from_spec,13.19399999999996,0,
3,0,0.5629999999996471,0,0,"""""",<frozen importlib._bootstrap_external>(990): create_module,0.5629999999996471,0,
3,0,3.460000000000491,0,0,"""""",<frozen importlib._bootstrap>(48): _new_module,3.460000000000491,0,
3,0,101.69199999999955,0,0,"""""",<frozen importlib._bootstrap>(733): _init_module_attrs,25.401000000000295,0,
3,0,0.4630000000001928,0,0,"""""",<frozen importlib._bootstrap>(653): has_location,0.4630000000001928,0,
6,0,67.82999999999902,0,0,"""""",<frozen importlib._bootstrap>(632): cached,4.643999999998869,0,
3,0,63.18600000000015,0,0,"""""",<frozen importlib._bootstrap_external>(615): _get_cached,8.899999999999181,0,
6,0,91.29000000000087,0,0,"""""",<frozen importlib._bootstrap_external>(486): cache_from_source,43.370000000002165,0,
6,0,28.89099999999962,0,0,"""""",<frozen importlib._bootstrap_external>(132): _path_split,11.705000000000382,0,
11,0,31.352999999975054,0,0,"""""",<built-in function max>,21.607000000024527,0,
12,0,7.485999999999422,0,0,"""""",<frozen importlib._bootstrap_external>(134): <genexpr>,4.950999999999112,0,
3,0,3143.902,0,0,"""""",<frozen importlib._bootstrap_external>(993): exec_module,13.326000000000022,0,
3,0,808.0699999999997,0,0,"""""",<frozen importlib._bootstrap_external>(1066): get_code,78.78199999999833,0,
3,0,6.288000000000466,0,0,"""""",<frozen importlib._bootstrap_external>(647): _check_name_wrapper,5.781000000000859,0,
3,0,0.5069999999996071,0,0,"""""",<frozen importlib._bootstrap_external>(1182): get_filename,0.5069999999996071,0,
3,0,17.009000000000015,0,0,"""""",<frozen importlib._bootstrap_external>(1206): path_stats,3.554000000000542,0,
3,0,124.99300000000085,0,0,"""""",<frozen importlib._bootstrap_external>(1187): get_data,14.291000000000622,0,
3,0,57.15900000000056,0,0,"""""",<built-in function open_code>,57.15900000000056,0,
